gene,level
PRAME,220
PRC1,220
PRIM1,220
PRIM2,220
PRIMPOL,220
PRPF19,220
PRSS1,220
PRSS58,220
PSMC3IP,220
PTTG2,220
PYCARD,220
QDPR,220
RAB5C,220
RABGGTA,220
RAD1,220
RAD18,220
RAD23B,220
RAD51AP1,220
RAD9A,220
RAD9B,220
RADX,220
RBM10,220
RBM45,220
RBP3,220
RDM1,220
REC8,220
RECQL,220
RESF1,220
REV1,220
RFC2,220
RFC3,220
RFC4,220
RFC5,220
RFWD3,220
RHBDF2,220
RHNO1,220
RIF1,220
RINT1,220
RMI1,220
RMI2,220
RNASEH1,220
RNASEH2A,220
RNF168,220
RNF169,220
RNF40,220
RNF6,220
RNF7,220
RPA2,220
RPA3,220
RPGR,220
RPL21,220
RPL31,220
RWDD2B,220
SAGE1,220
SCAI,220
SCN7A,220
SESTD1,220
SGCA,220
SGO1,220
SGO2,220
SHCBP1,220
SHLD1,220
SHLD2,220
SHLD3,220
SKA3,220
SLC17A3,220
SLC19A1,220
SLC4A1,220
SLF1,220
SLF2,220
SLFN11,220
SLX1A,220
SLX4,220
SLX4IP,220
SMC1A,220
SMC1B,220
SMC2,220
SMC4,220
SMC6,220
SMCHD1,220
SMUG1,220
SPAG5,220
SPC25,220
SPECC1,220
SPIDR,220
SPO11,220
SPRED2,220
STAG1,220
STAG3,220
STIL,220
STK32A,220
STN1,220
SUMO3,220
SUN1,220
SUN2,220
SWSAP1,220
SYCP1,220
SYCP2,220
SYCP3,220
SYNE1,220
SYNE2,220
SYNPO2,220
TDP1,220
TDP2,220
TDRD7,220
TERF2,220
TEX15,220
TFF1,220
TICRR,220
TINF2,220
TK1,220
TMEFF2,220
TMEM260,220
TONSL,220
TOX3,220
TPP1,220
TPX2,220
TRAIP,220
TRIM45,220
TRIP12,220
TTBK2,220
TTC28,220
TTK,220
TUBG1,220
TUBG2,220
TUBGCP2,220
TUBGCP3,220
TUBGCP4,220
TUBGCP5,220
TUBGCP6,220
TWNK,220
UBE2B,220
UBE2D1,220
UBE2D3,220
UBE2E1,220
UBE2E2,220
UBE2T,220
UBE2W,220
UBXN1,220
UNC93A,220
UNG,220
UPK3B,220
USH2A,220
USP2,220
USP3,220
USP37,220
USP44,220
VIRMA,220
VRK1,220
WDHD1,220
WDR48,220
WRNIP1,220
XRCC4,220
ZBTB1,220
ZBTB10,220
ZC3HAV1,220
ZCCHC8,220
ZGRF1,220
ZMYM3,220
ZNF207,220
ZNF436,220
ZNF501,220
ZNF569,220
ZNF629,220
ZNF763,220
ZNF827,220
ZPR1,220
ZSWIM7,220
ZWILCH,220
ZWINT,220
ZZZ3,220
AKT1,221
AAMP,221
AARS1,221
AARS2,221
ABCE1,221
ABCF2,221
ABL2,221
ABRAXAS1,221
ACP1,221
ADCK1,221
ADH1A,221
ADSS1,221
ADSS2,221
AFG3L2,221
AGO3,221
AHCYL1,221
AHCYL2,221
AJUBA,221
AK2,221
AK3,221
AK4,221
AK8,221
AK9,221
AKAP10,221
ALKBH3,221
AMACR,221
AMHR2,221
ANAPC4,221
APEX2,221
APMAP,221
APOD,221
APRT,221
ARAP3,221
ARL2BP,221
ARL6IP1,221
ARSA,221
ARSB,221
ARSD,221
ARSF,221
ARSG,221
ARSH,221
ARSI,221
ARSJ,221
ARSL,221
ATOX1,221
ATP13A2,221
ATP5F1A,221
ATP5F1B,221
ATP5F1C,221
ATP5F1D,221
ATP5MC1,221
ATP5MC2,221
ATP5MC3,221
ATP5PO,221
ATP6AP1,221
ATP6V0B,221
ATP6V0C,221
AURKB,221
AUTS2,221
BCAS2,221
BCAT2,221
BCCIP,221
BCORL1,221
BCS1L,221
BDKRB1,221
BDKRB2,221
BEGAIN,221
BICRA,221
BIVM-ERCC5,221
BOP1,221
BRF2,221
BRIX1,221
BYSL,221
C11orf88,221
C14orf119,221
C17orf64,221
C17orf97,221
C6orf15,221
CALU,221
CARD10,221
CARS1,221
CARS2,221
CAT,221
CBR3,221
CCDC105,221
CCDC17,221
CCDC170,221
CCHCR1,221
CCNC,221
CCNH,221
CCNK,221
CCNT2,221
CCT3,221
CCT4,221
CCT5,221
CCT6A,221
CCT7,221
CD3EAP,221
CDC23,221
CDC27,221
CDC73,221
CDCA8,221
CDIPT,221
CDK12,221
CDK13,221
CDK14,221
CDK19,221
CDK20,221
CDK3,221
CDK7,221
CENPC,221
CEP192,221
CHD1L,221
CHD2,221
CHD5,221
CHD6,221
CHD9,221
CHRNB2,221
CIAO1,221
CINP,221
CKAP4,221
CLHC1,221
CMC4,221
CMPK1,221
CNBD2,221
CNOT6L,221
CNTNAP2,221
COPS3,221
COPS4,221
COPS6,221
COPS7A,221
COPS7B,221
COPS8,221
COQ9,221
COX11,221
COX7C,221
CPSF3,221
CRABP1,221
CRCP,221
CROCC,221
CSMD3,221
CSNK2A3,221
CSTF2,221
CSTF2T,221
CSTF3,221
CTPS1,221
CTPS2,221
CTU1,221
CUL7,221
CWF19L2,221
CXADR,221
CXorf66,221
DAPK1,221
DAPK2,221
DARS2,221
DCAF13,221
DDX23,221
DDX39A,221
DDX39B,221
DDX50,221
DDX56,221
DDX6,221
DHCR7,221
DHODH,221
DHX15,221
DHX30,221
DIMT1,221
DIS3,221
DKC1,221
DLD,221
DLST,221
DMBT1,221
DNM3,221
DRD3,221
DRG1,221
DRG2,221
DUSP3,221
EAF2,221
EARS2,221
EBNA1BP2,221
ECSCR,221
EEF1E1,221
EEF1G,221
EEPD1,221
EFL1,221
EFTUD2,221
EIF1AY,221
EIF2B4,221
EIF2S3,221
EIF3D,221
EIF3E,221
EIF3J,221
EIF4A3,221
EIF4E2,221
EIF4ENIF1,221
EIF4G2,221
EIF5A,221
EIF5A2,221
EIF5AL1,221
ELOA,221
ELOA2,221
ELOB,221
ELOC,221
ELOF1,221
ELP6,221
EMG1,221
ENO3,221
ENO4,221
ENSP00000486623,221
ENSP00000487094,221
ENSP00000491046,221
ENSP00000491651,221
ENSP00000492220,221
ENSP00000492798,221
ENSP00000498395,221
ENSP00000498801,221
ENSP00000499200,221
ENTPD5,221
ENY2,221
EPB41L4B,221
EPHA3,221
EPHA4,221
EPHA5,221
EPHA7,221
EPHB1,221
EPHB2,221
ERAL1,221
ERCC5,221
ERCC6L,221
ERCC6L2,221
ESF1,221
ESRP1,221
ESRP2,221
EXOSC1,221
EXOSC10,221
EXOSC7,221
EZHIP,221
FAH,221
FANCC,221
FANCE,221
FANCF,221
FANCM,221
FARP1,221
FARS2,221
FARSA,221
FARSB,221
FAT4,221
FBH1,221
FBL,221
FBLL1,221
FBXL5,221
FBXO17,221
FBXW12,221
FCF1,221
FDXACB1,221
FIG4,221
FNDC3B,221
FRK,221
FSBP,221
G3BP2,221
GAGE1,221
GAGE10,221
GAGE12C,221
GAGE12D,221
GAGE12E,221
GAGE12F,221
GAGE12G,221
GAGE12H,221
GAGE12J,221
GAGE13,221
GAGE2A,221
GAGE2E,221
GALNS,221
GATB,221
GCOM1,221
GCSH,221
GET3,221
GFM1,221
GMPS,221
GNAI3,221
GNL3,221
GPN1,221
GPN2,221
GPN3,221
GPS1,221
GRHL3,221
GRPEL1,221
GRPEL2,221
GRWD1,221
GSTO1,221
GSTT2B,221
GSTT4,221
GSTZ1,221
GTF2H2C,221
GTF2H5,221
GTPBP3,221
GUF1,221
H0Y980_HUMAN,221
H0YIJ7_HUMAN,221
H2AB2,221
H2AB3,221
H2AC1,221
H2AC11,221
H2AC12,221
H2AC13,221
H2AC15,221
H2AC16,221
H2AC17,221
H2AC19,221
H2AC21,221
H2AC4,221
H2AL1RP,221
H2AP,221
H2AW,221
H2BC10,221
H2BC6,221
H2BC7,221
H2BC8,221
H3BN98_HUMAN,221
H3C10,221
H3C11,221
H3C14,221
H3C15,221
H3C2,221
H3C4,221
H3C7,221
H3C8,221
H3Y1,221
H3Y2,221
H7C0C1_HUMAN,221
HARS2,221
HEATR1,221
HECW1,221
HFM1,221
HLCS,221
HMGN4,221
HNRNPF,221
HNRNPL,221
HNRNPM,221
HSPBP1,221
HSPE1,221
HTR2C,221
IARS1,221
IARS2,221
IDS,221
IKBKE,221
IMP3,221
IMP4,221
IMPA2,221
INO80,221
INO80E,221
INPP5E,221
INPP5F,221
INPP5J,221
INSRR,221
INTS1,221
INTS11,221
INTS12,221
INTS2,221
INTS3,221
INTS4,221
INTS5,221
INTS6,221
INTS7,221
INTS8,221
INTS9,221
IPO4,221
IPO8,221
IRAK2,221
KARS1,221
KCNIP1,221
KIAA0100,221
KIAA1257,221
KIAA1549,221
KIF11,221
KLHL2,221
KLLN,221
KPRP,221
KRR1,221
LARS1,221
LARS2,221
LATS1,221
LEO1,221
LIG1,221
LIG3,221
LOC102724159,221
LOC102724334,221
LPAR5,221
LRP1B,221
LRRC47,221
LSM10,221
LYAR,221
LZTS2,221
MACROH2A2,221
MAGI1,221
MAGI2,221
MAN2C1,221
MAP4K2,221
MARS1,221
MAST1,221
MAST2,221
MAST3,221
MATR3-2,221
MCM9,221
MCRS1,221
MDFI,221
MED10,221
MED11,221
MED18,221
MED19,221
MED22,221
MED24,221
MED25,221
MED28,221
MED29,221
MED9,221
MELK,221
METAP1,221
METAP2,221
MINPP1,221
MKKS,221
MLF2,221
MLH3,221
MNAT1,221
MORF4L1,221
MOV10,221
MPHOSPH9,221
MRM1,221
MRNIP,221
MROH8,221
MRPL1,221
MRPL11,221
MRPL12,221
MRPL13,221
MRPL15,221
MRPL16,221
MRPL17,221
MRPL19,221
MRPL2,221
MRPL20,221
MRPL21,221
MRPL22,221
MRPL24,221
MRPL27,221
MRPL3,221
MRPL32,221
MRPL33,221
MRPL36,221
MRPL4,221
MRPL43,221
MRPL44,221
MRPL46,221
MRPL58,221
MRPL9,221
MRPS10,221
MRPS11,221
MRPS12,221
MRPS14,221
MRPS15,221
MRPS16,221
MRPS2,221
MRPS34,221
MRPS5,221
MRPS6,221
MRPS7,221
MRPS9,221
MRRF,221
MRTO4,221
MSH3,221
MSI2,221
MSL3,221
MT-ATP6,221
MTAP,221
MTFMT,221
MTIF2,221
MTMR12,221
MTMR6,221
MTREX,221
MUTYH,221
MVP,221
MYCBPAP,221
MYO1B,221
N6AMT1,221
NAA10,221
NACC1,221
NAT10,221
NCAPD3,221
NCBP1,221
NCBP2,221
NDC80,221
NDFIP1,221
NDFIP2,221
NDUFA5,221
NDUFAB1,221
NELFA,221
NELFE,221
NHP2,221
NIF3L1,221
NIFK,221
NIP7,221
NIPBL,221
NLE1,221
NLGN1,221
NLGN2,221
NLGN3,221
NLGN4X,221
NLGN4Y,221
NME1-NME2,221
NME3,221
NME4,221
NME5,221
NME6,221
NME7,221
NME8,221
NMRAL1,221
NMUR2,221
NOB1,221
NOC2L,221
NOC4L,221
NOL6,221
NOLC1,221
NOP10,221
NOP53,221
NOP56,221
NOP58,221
NPRL3,221
NPSR1,221
NRXN1,221
NSD3,221
NSFL1C,221
NTHL1,221
NTRK3,221
NUDCD1,221
NUDT16L1,221
OAT,221
OCEL1,221
OCM,221
OGDH,221
OLA1,221
OMG,221
OSGEP,221
OSGEPL1,221
OTUB1,221
OTUD3,221
OTUD5,221
OXSM,221
PAF1,221
PAGR1,221
PAK1IP1,221
PARD6B,221
PARD6G,221
PARL,221
PARP4,221
PARP6,221
PARP8,221
PATJ,221
PAXIP1,221
PBK,221
PCF11,221
PCNA,221
PDHB,221
PDHX,221
PDLIM2,221
PDRG1,221
PFDN1,221
PFDN2,221
PGAM5,221
PGK2,221
PHF21B,221
PHF3,221
PHF5A,221
PHF6,221
PI4K2A,221
PI4K2B,221
PI4KA,221
PI4KB,221
PIH1D1,221
PIP4K2B,221
PIP4K2C,221
PIP4P1,221
PIP4P2,221
PIP5K1B,221
PIP5KL1,221
PKLR,221
PLCB4,221
PLCD3,221
PLCD4,221
PLCH1,221
PLCH2,221
PLCZ1,221
PLEKHA1,221
PLEKHA2,221
PLK1,221
PLK2,221
PLK3,221
PLK4,221
PNMA8B,221
PNO1,221
PNPLA6,221
PNPLA7,221
PNPT1,221
POLD2,221
POLR2J2,221
POLR2J3,221
POLR2M,221
POLR3B,221
POLR3G,221
POLR3GL,221
POLR3K,221
PPA1,221
PPAT,221
PPP1R26,221
PPT1,221
PRAMEF1,221
PRAMEF11,221
PRAMEF12,221
PRAMEF13,221
PRAMEF14,221
PRAMEF15,221
PRAMEF2,221
PRAMEF20,221
PRAMEF25,221
PRAMEF26,221
PRAMEF27,221
PRAMEF4,221
PRAMEF5,221
PRAMEF6,221
PRAMEF7,221
PRAMEF8,221
PRAMEF9,221
PRKAR2A,221
PRKAR2B,221
PRKCI,221
PRKD1,221
PRKG2,221
PRPF4,221
PRPS1,221
PRPSAP1,221
PRPSAP2,221
PSCA,221
PSMA1,221
PSMA2,221
PSMA3,221
PSMA4,221
PSMA5,221
PSMA6,221
PSMA8,221
PSMB1,221
PSMB10,221
PSMB11,221
PSMB2,221
PSMB3,221
PSMB5,221
PSMB6,221
PSMB7,221
PSMC1,221
PSMC2,221
PSMC3,221
PSMC4,221
PSMC5,221
PSMC6,221
PSMD1,221
PSMD11,221
PSMD12,221
PSMD13,221
PSMD14,221
PSMD2,221
PSMD3,221
PSMD4,221
PSMD5,221
PSMD6,221
PSMD7,221
PSMD8,221
PSME1,221
PSME2,221
PSME4,221
PSMF1,221
PSPH,221
PTK7,221
PTP4A2,221
PTPMT1,221
PTRH1,221
PUM3,221
PUS1,221
PUS3,221
PUSL1,221
PWP2,221
PYCR1,221
QARS1,221
QKI,221
RAB3B,221
RAD17,221
RAD23A,221
RAD51C,221
RAD51D,221
RAD51D-2,221
RAD54L,221
RAD54L2,221
RAE1,221
RAMACL,221
RAN,221
RAPGEF2,221
RARS1,221
RARS2,221
RBBP5,221
RBBP8,221
RBFOX1,221
RBM41,221
RBM8A,221
RCL1,221
RECQL5,221
REV3L,221
RNF126,221
RNF146,221
RNGTT,221
RNMT,221
RNPC3,221
ROS1,221
RPAP1,221
RPAP2,221
RPAP3,221
RPF1,221
RPF2,221
RPL10,221
RPL10A,221
RPL10L,221
RPL11,221
RPL12,221
RPL13,221
RPL14,221
RPL17,221
RPL17-C18orf32,221
RPL18,221
RPL22,221
RPL23,221
RPL23A,221
RPL26,221
RPL26L1,221
RPL27A,221
RPL3,221
RPL30,221
RPL32,221
RPL34,221
RPL35,221
RPL36A,221
RPL36AL,221
RPL37A,221
RPL39,221
RPL39L,221
RPL3L,221
RPL4,221
RPL5,221
RPL7,221
RPL7L1,221
RPL8,221
RPL9,221
RPLP1,221
RPP30,221
RPP38,221
RPRD1A,221
RPRD1B,221
RPRD2,221
RPS11,221
RPS12,221
RPS13,221
RPS14,221
RPS15,221
RPS15A,221
RPS16,221
RPS18,221
RPS2,221
RPS20,221
RPS23,221
RPS24,221
RPS28,221
RPS29,221
RPS3,221
RPS4X,221
RPS4Y1,221
RPS4Y2,221
RPS5,221
RPS6KA2,221
RPS6KA3,221
RPS9,221
RPUSD1,221
RPUSD3,221
RRM1,221
RRP1,221
RRP12,221
RRP1B,221
RRP7A,221
RRP9,221
RRS1,221
RSAD1,221
RSL24D1,221
RSRC1,221
RTCA,221
RTEL1,221
RTF1,221
RTN4,221
SAE1,221
SARS1,221
SARS2,221
SARS2-2,221
SBSN,221
SCAF4,221
SCAF8,221
SCNN1G,221
SDHAF2,221
SEC61A1,221
SEC61A2,221
SEM1,221
SEMA4A,221
SERINC1,221
SETX,221
SF3A3,221
SGK3,221
SGSH,221
SGTA,221
SH3GLB1,221
SHARPIN,221
SHMT2,221
SIDT1,221
SIDT2,221
SIL1,221
SLC11A1,221
SLC11A2,221
SLC16A12,221
SLC25A17,221
SLC45A3,221
SLC7A6OS,221
SLC9A3R2,221
SMARCAL1,221
SMKR1,221
SNRK,221
SNRNP35,221
SNRNP70,221
SNRPA,221
SNRPA1,221
SNRPB2,221
SNRPC,221
SNRPD2,221
SNRPD3,221
SNRPE,221
SNRPF,221
SNRPG,221
SNU13,221
SNX27,221
SPDYE11,221
SPDYE14,221
SPDYE8P,221
SPDYE9P,221
SPG7,221
SPINK1,221
SPOCD1,221
SPOPL,221
SPRTN,221
SRBD1,221
SRFBP1,221
SRP54,221
SRPRA,221
SRSF7,221
SSU72,221
STAG2,221
STON1-GTF2A1L,221
STS,221
SUCLA2,221
SUCLG1,221
SUPT6H,221
SYMPK,221
SYNJ1,221
SYNJ2,221
TACC1,221
TAF3,221
TAF7L,221
TAF8,221
TBC1D15,221
TBC1D8,221
TBCE,221
TBL3,221
TBPL2,221
TCEA3,221
TCEANC,221
TCEANC2,221
TCP1,221
TENT4A,221
TEX48,221
TFB1M,221
TFIP11,221
THOC2,221
TIA1,221
TIMM10B,221
TMEM179B,221
TNKS1BP1,221
TNRC6A,221
TNRC6B,221
TNRC6C,221
TOP3A,221
TOP3B,221
TPI1,221
TRIM37,221
TRIM59,221
TRIT1,221
TRMT112,221
TRMT6,221
TRUB1,221
TRUB2,221
TSFM,221
TSNAXIP1,221
TSR1,221
TSR2,221
TTC5,221
TTC9C,221
TUBB1,221
TUFM,221
UBA1,221
UBALD1,221
UBE2D2,221
UBE2E3,221
UBE2L3,221
UBE2V2,221
UBLCP1,221
UBXN7,221
UPK3BL1,221
UPK3BL2,221
UQCR10,221
USP11,221
USP13,221
USP25,221
USP28,221
USP39,221
UTP18,221
UTP4,221
UTY,221
UVSSA,221
UXT,221
VAC14,221
VAMP7,221
VAPA,221
VARS1,221
VARS2,221
VEZT,221
VPS25,221
VPS35,221
WAC,221
WDFY3,221
WDR12,221
WDR3,221
WDR33,221
WDR36,221
WDR43,221
WDR61,221
WDR75,221
WDR77,221
WDR92,221
WNT8A,221
WRAP53,221
XRCC2,221
XRN1,221
XRN2,221
YEATS2,221
YME1L1,221
ZNF326,221
ZRANB3,221
ZRSR2,221
hCG_2039566,221
TGFB1,222
A1BG,222
ABCB5,222
ABCC1,222
ABCC2,222
ABCC5,222
ABHD15,222
ABHD5,222
ABI1,222
ABI2,222
ACAP1,222
ACIN1,222
ACKR3,222
ACKR4,222
ACO1,222
ACTG1,222
ACTN2,222
ACTN4,222
ACTR2,222
ADA,222
ADAM9,222
ADAP1,222
ADCY1,222
ADCY10,222
ADCY2,222
ADCY3,222
ADCY4,222
ADCY5,222
ADCY6,222
ADCY7,222
ADCY8,222
ADCY9,222
ADCYAP1,222
ADGRB1,222
ADK,222
ADORA1,222
ADORA2B,222
ADORA3,222
ADRA1B,222
ADRA1D,222
ADRB1,222
AFDN,222
AGAP2,222
AGPAT2,222
AHNAK,222
AHSA1,222
AICDA,222
AIM2,222
AK1,222
AKAP13,222
AKT1S1,222
AKTIP,222
ALDH18A1,222
ALDH7A1,222
ALDOA,222
ALKBH5,222
AMOT,222
AMOTL1,222
ANK1,222
ANK2,222
ANK3,222
ANKRD28,222
ANO1,222
APBB1IP,222
APEH,222
APLNR,222
APLP1,222
APPL1,222
AQP3,222
ARAF,222
ARF1,222
ARF3,222
ARF6,222
ARFGAP3,222
ARFIP1,222
ARFIP2,222
ARHGAP1,222
ARHGAP20,222
ARHGAP24,222
ARHGAP29,222
ARHGAP5,222
ARHGAP9,222
ARHGDIB,222
ARHGDIG,222
ARHGEF1,222
ARHGEF11,222
ARHGEF12,222
ARHGEF16,222
ARHGEF2,222
ARHGEF25,222
ARHGEF28,222
ARHGEF4,222
ARHGEF6,222
ARHGEF7,222
ARRDC3,222
ARTN,222
ASAH1,222
ASNS,222
ASPG,222
ATG4C,222
ATG9A,222
ATP12A,222
ATP1A1,222
ATP2C1,222
ATP6V0D2,222
ATP7A,222
AVP,222
BABAM1,222
BABAM2,222
BAD,222
BAG1,222
BAG3,222
BAG6,222
BAIAP2,222
BAIAP2L1,222
BAK1,222
BANF1,222
BAP1,222
BCAR1,222
BCKDK,222
BCL10,222
BCL2A1,222
BEX1,222
BID,222
BIK,222
BIRC2,222
BIRC3,222
BIRC6,222
BIRC7,222
BLNK,222
BMF,222
BOK,222
BRK1,222
BRPF3,222
BTC,222
BUB1,222
BUB1B,222
C1QTNF3,222
CA9,222
CABLES1,222
CACNA1A,222
CACNA1C,222
CALCR,222
CALM1,222
CALM2,222
CAMK2D,222
CAMKK1,222
CAPN2,222
CAPNS1,222
CARHSP1,222
CASP10,222
CASP4,222
CASP6,222
CASR,222
CAST,222
CASTOR1,222
CAV2,222
CAV3,222
CBL,222
CBLC,222
CBY1,222
CCDC6,222
CCDC88A,222
CCL3L1,222
CCM2,222
CCNB2,222
CCNE1,222
CCNF,222
CCNG1,222
CCNG2,222
CCT2,222
CCT8,222
CD22,222
CD2AP,222
CD300C,222
CD48,222
CD5,222
CD55,222
CD79B,222
CDC16,222
CDC20,222
CDC25A,222
CDC25B,222
CDC25C,222
CDC34,222
CDC37,222
CDC42BPA,222
CDC42EP1,222
CDCP1,222
CDH13,222
CDKN2C,222
CDKN2D,222
CEP76,222
CERK,222
CERS1,222
CERS6,222
CFD,222
CFLAR,222
CGAS,222
CHAT,222
CHKA,222
CHN1,222
CHN2,222
CHRFAM7A,222
CIB1,222
CIP2A,222
CIT,222
CKB,222
CLASP2,222
CLDN2,222
CLDN3,222
CLIC1,222
CLIP1,222
CLIP3,222
CLK2,222
CLTC,222
CLTCL1,222
CMKLR1,222
CNOT9,222
CNP,222
CNR1,222
CNR2,222
CNTN2,222
COMMD1,222
COMT,222
COX8A,222
CR2,222
CRH,222
CRK,222
CRKL,222
CRNN,222
CSF2RB,222
CSF3R,222
CSH2,222
CSN2,222
CSN3,222
CSNK1A1,222
CSPG4,222
CSTB,222
CTDSP2,222
CTF1,222
CTNNA1,222
CTRB1,222
CTRB2,222
CTSZ,222
CUL2,222
CYFIP1,222
CYFIP2,222
CYLD,222
CYP11A1,222
CYP17A1,222
CYP1A2,222
CYP27A1,222
CYP2C9,222
CYP2D6,222
CYP3A4,222
CYTH1,222
CYTH2,222
CYTH3,222
DAB2IP,222
DAG1,222
DAPK3,222
DAPP1,222
DBN1,222
DCSTAMP,222
DCT,222
DCTN1,222
DCX,222
DDIT4,222
DDR1,222
DEF6,222
DEFB1,222
DENND1A,222
DENND1B,222
DEPDC5,222
DFFA,222
DGKA,222
DGKZ,222
DHFR,222
DHFR2,222
DHH,222
DHX37,222
DHX8,222
DIABLO,222
DIABLO-2,222
DIAPH1,222
DIAPH3,222
DIRAS3,222
DISC1,222
DKK2,222
DKK3,222
DKK4,222
DLAT,222
DLC1,222
DLG1,222
DLK1,222
DLL1,222
DLL3,222
DMD,222
DNAJB6,222
DNAJB7,222
DNAJC5,222
DNM1,222
DNM2,222
DOCK1,222
DOCK2,222
DOCK3,222
DOCK4,222
DOCK5,222
DOCK7,222
DOCK8,222
DOK1,222
DOK3,222
DPYSL2,222
DRAM1,222
DRD1,222
DRD2,222
DTNA,222
DUSP10,222
DUSP12,222
DUSP4,222
DUSP6,222
ECH1,222
EDN3,222
EEA1,222
EEF1A2,222
EEF2K,222
EFNA1,222
EFNA2,222
EFNA3,222
EFNA4,222
EFNA5,222
EFNB1,222
EFNB3,222
EFS,222
EGFL7,222
EGFLAM,222
EGLN2,222
EGLN3,222
EIF1AX,222
EIF3I,222
EIF4A1,222
EIF4A2,222
EIF4B,222
EIF4EBP2,222
EIF4EBP3,222
EIF4G1,222
ELMO1,222
ELMO2,222
ELMO3,222
EML4,222
EMSY,222
ENDOG,222
ENPP2,222
ENTPD2,222
ENTPD3,222
ENTPD8,222
EPB41,222
EPGN,222
EPHB3,222
EPHX2,222
EPOR,222
EPRS1,222
EPS8,222
ERAS,222
ERBIN,222
EREG,222
ERO1A,222
ERRFI1,222
ESS2,222
EVPL,222
EXOC2,222
EXOC7,222
FAAH,222
FABP3,222
FABP5,222
FABP7,222
FAF1,222
FAM168A,222
FAM49B,222
FANCA,222
FANCD2,222
FANCI,222
FAT1,222
FBP1,222
FBXO31,222
FBXW11,222
FCER1G,222
FCHSD1,222
FDPS,222
FER,222
FFAR2,222
FFAR4,222
FGFRL1,222
FGR,222
FH,222
FHIT,222
FHL1,222
FHOD1,222
FIP1L1,222
FKBP4,222
FKBP5,222
FKBP8,222
FLCN,222
FLG,222
FLG2,222
FLII,222
FLNB,222
FLNC,222
FLOT1,222
FLOT2,222
FOLH1,222
FOXP1-2,222
FPR1,222
FRAS1,222
FRS2,222
FRZB,222
FSCN1,222
FSHR,222
FTH1,222
FTO,222
FXN,222
FZD1,222
FZD2,222
FZD4,222
FZD5,222
FZD7,222
FZD8,222
FZD9,222
FZR1,222
GAB1,222
GAB2,222
GAB3,222
GABBR2,222
GAD1,222
GAP43,222
GART,222
GAST,222
GDF1,222
GDF15,222
GFPT2,222
GFRA1,222
GGPS1,222
GHR,222
GHRH,222
GHSR,222
GIP,222
GIPR,222
GIT1,222
GIT2,222
GJA5,222
GLS,222
GLS2,222
GLUL,222
GNA11,222
GNA12,222
GNA13,222
GNAI2,222
GNAO1,222
GNAQ,222
GNAS,222
GNB1,222
GNB2,222
GNB3,222
GNB4,222
GNB5,222
GNG10,222
GNG11,222
GNG12,222
GNG13,222
GNG2,222
GNG3,222
GNG4,222
GNG5,222
GNG7,222
GNG8,222
GNGT1,222
GNGT2,222
GNRH2,222
GNRHR,222
GOLGA2,222
GP1BA,222
GP6,222
GPBAR1,222
GPER1,222
GPHN,222
GPR55,222
GPRC6A,222
GRAP2,222
GRB10,222
GRB7,222
GRIA1,222
GRIA2,222
GRIN1,222
GRIN2A,222
GRIN2B,222
GRK2,222
GRM1,222
GRM2,222
GRM3,222
GRM5,222
GRN,222
GRP,222
GSN,222
GTPBP4,222
GUK1,222
GULP1,222
GYS1,222
GYS2,222
H3-3A,222
HADHB,222
HBB,222
HCK,222
HCST,222
HGFAC,222
HK3,222
HKDC1,222
HLA-DQA2,222
HMMR,222
HMOX2,222
HNRNPA1,222
HNRNPA2B1,222
HNRNPC,222
HNRNPDL,222
HNRNPH1,222
HOMER1,222
HOMER2,222
HOMER3,222
HPGD,222
HPGDS,222
HRK,222
HSD11B1,222
HSD3B1,222
HSP90B1,222
HSPA6,222
HSPB6,222
HTR1A,222
HTR2A,222
HTRA2,222
HUWE1,222
HYOU1,222
IAPP,222
IBTK,222
ICMT,222
IFIH1,222
IFNA10,222
IFNA14,222
IFNA16,222
IFNA21,222
IFNA5,222
IFNA6,222
IFNA7,222
IFNA8,222
IFNAR1,222
IFNAR2,222
IFT57,222
IGF2BP1,222
IGF2BP2,222
IGF2BP3,222
IMPDH2,222
INPP4A,222
INPP4B,222
INPP5B,222
INPP5D,222
INPP5K,222
INPPL1,222
INVS,222
IP6K1,222
IPMK,222
IQGAP1,222
IQGAP2,222
IRS4,222
IRS4-2,222
ISG15,222
ITCH,222
ITK,222
ITLN1,222
ITPKB,222
ITPR1,222
ITPR3,222
ITSN1,222
ITSN2,222
IWS1,222
JADE1,222
KALRN,222
KANK1,222
KCNH2,222
KCNMA1,222
KCNN4,222
KDM5C,222
KIF5B,222
KISS1,222
KLC1,222
KLHL3,222
KLK1,222
KLK2,222
KMT2C,222
KMT2D,222
KPNB1,222
KRT10,222
KRT17,222
KRT20,222
KRT7,222
LAMC2,222
LAMTOR1,222
LAMTOR2,222
LAMTOR3,222
LAMTOR4,222
LAMTOR5,222
LANCL2,222
LASP1,222
LAT,222
LCP2,222
LGR4,222
LHCGR,222
LIFR,222
LIMS1,222
LIN28B,222
LINGO1,222
LNPEP,222
LOC102723407,222
LOC112694756,222
LPAR2,222
LPAR3,222
LPCAT1,222
LRIG1,222
LRP8,222
LRPAP1,222
LRRK2,222
LRTOMT,222
LTB4R,222
LTB4R2,222
MACC1,222
MAG,222
MAGI3,222
MALT1,222
MAML2,222
MAP2,222
MAP2K2,222
MAP2K4,222
MAP2K5,222
MAP2K6,222
MAP2K7,222
MAP3K11,222
MAP3K14,222
MAP3K2,222
